QSPRID	pchembl_value_Median_class_Label	pchembl_value_Median_class_Prediction	pchembl_value_Median_class_ProbabilityClass_0	pchembl_value_Median_class_ProbabilityClass_1	Fold
A2A_LIGANDS_3362	False	0	0.69	0.31	2.0
A2A_LIGANDS_3365	False	0	0.965	0.035	2.0
A2A_LIGANDS_3368	True	0	0.895	0.105	2.0
A2A_LIGANDS_3373	True	1	0.035	0.965	2.0
A2A_LIGANDS_3381	False	1	0.44	0.56	2.0
A2A_LIGANDS_3382	True	1	0.055	0.945	2.0
A2A_LIGANDS_3383	False	1	0.085	0.915	2.0
A2A_LIGANDS_3385	True	1	0.0	1.0	2.0
A2A_LIGANDS_3387	True	1	0.145	0.855	2.0
A2A_LIGANDS_3389	True	1	0.0	1.0	2.0
A2A_LIGANDS_3397	False	0	0.73	0.27	2.0
A2A_LIGANDS_3399	False	1	0.09	0.91	2.0
A2A_LIGANDS_3402	True	1	0.0	1.0	2.0
A2A_LIGANDS_3410	True	1	0.155	0.845	2.0
A2A_LIGANDS_3429	True	1	0.095	0.905	2.0
A2A_LIGANDS_3434	False	0	0.67	0.33	2.0
A2A_LIGANDS_3437	False	0	0.97	0.03	2.0
A2A_LIGANDS_3440	False	0	0.995	0.005	2.0
A2A_LIGANDS_3441	True	1	0.19	0.81	2.0
A2A_LIGANDS_3445	True	1	0.0	1.0	2.0
A2A_LIGANDS_3465	False	0	0.715	0.285	2.0
A2A_LIGANDS_3479	True	1	0.04	0.96	2.0
A2A_LIGANDS_3481	False	0	0.595	0.405	2.0
A2A_LIGANDS_3485	False	1	0.145	0.855	2.0
A2A_LIGANDS_3493	True	1	0.005	0.995	2.0
A2A_LIGANDS_3500	False	0	0.73	0.27	2.0
A2A_LIGANDS_3501	False	1	0.355	0.645	2.0
A2A_LIGANDS_3505	True	1	0.42	0.58	2.0
A2A_LIGANDS_3513	True	0	0.545	0.455	2.0
A2A_LIGANDS_3524	True	1	0.09	0.91	2.0
A2A_LIGANDS_3525	False	0	0.96	0.04	2.0
A2A_LIGANDS_3527	False	1	0.24	0.76	2.0
A2A_LIGANDS_3531	True	1	0.465	0.535	2.0
A2A_LIGANDS_3536	True	1	0.145	0.855	2.0
A2A_LIGANDS_3543	True	1	0.36	0.64	2.0
A2A_LIGANDS_3544	True	1	0.025	0.975	2.0
A2A_LIGANDS_3550	True	1	0.05	0.95	2.0
A2A_LIGANDS_3558	True	1	0.105	0.895	2.0
A2A_LIGANDS_3567	False	0	0.93	0.07	2.0
A2A_LIGANDS_3577	False	0	0.965	0.035	2.0
A2A_LIGANDS_3595	False	0	0.955	0.045	2.0
A2A_LIGANDS_3596	False	0	0.965	0.035	2.0
A2A_LIGANDS_3615	True	1	0.12	0.88	2.0
A2A_LIGANDS_3617	True	1	0.0	1.0	2.0
A2A_LIGANDS_3618	True	1	0.36	0.64	2.0
A2A_LIGANDS_3622	False	0	0.965	0.035	2.0
A2A_LIGANDS_3623	False	0	0.9	0.1	2.0
A2A_LIGANDS_3629	True	1	0.0	1.0	2.0
A2A_LIGANDS_3635	False	0	0.995	0.005	2.0
A2A_LIGANDS_3637	True	1	0.075	0.925	2.0
A2A_LIGANDS_3642	True	1	0.145	0.855	2.0
A2A_LIGANDS_3645	False	0	0.69	0.31	2.0
A2A_LIGANDS_3648	True	1	0.02	0.98	2.0
A2A_LIGANDS_3655	False	0	0.565	0.435	2.0
A2A_LIGANDS_3659	False	1	0.185	0.815	2.0
A2A_LIGANDS_3662	True	1	0.125	0.875	2.0
A2A_LIGANDS_3667	False	1	0.49	0.51	2.0
A2A_LIGANDS_3671	False	0	0.995	0.005	2.0
A2A_LIGANDS_3685	True	1	0.035	0.965	2.0
A2A_LIGANDS_3700	True	1	0.205	0.795	2.0
A2A_LIGANDS_3706	True	1	0.0	1.0	2.0
A2A_LIGANDS_3707	True	1	0.325	0.675	2.0
A2A_LIGANDS_3717	True	1	0.435	0.565	2.0
A2A_LIGANDS_3724	False	0	0.98	0.02	2.0
A2A_LIGANDS_3730	True	1	0.03	0.97	2.0
A2A_LIGANDS_3731	False	0	0.89	0.11	2.0
A2A_LIGANDS_3744	True	1	0.02	0.98	2.0
A2A_LIGANDS_3749	True	1	0.245	0.755	2.0
A2A_LIGANDS_3756	True	1	0.16	0.84	2.0
A2A_LIGANDS_3772	False	0	0.915	0.085	2.0
A2A_LIGANDS_3790	True	0	0.75	0.25	2.0
A2A_LIGANDS_3794	True	1	0.01	0.99	2.0
A2A_LIGANDS_3796	True	0	0.97	0.03	2.0
A2A_LIGANDS_3804	True	1	0.115	0.885	2.0
A2A_LIGANDS_3807	True	0	0.64	0.36	2.0
A2A_LIGANDS_3818	True	1	0.475	0.525	2.0
A2A_LIGANDS_3826	True	1	0.06	0.94	2.0
A2A_LIGANDS_3833	True	1	0.1	0.9	2.0
A2A_LIGANDS_3838	True	1	0.095	0.905	2.0
A2A_LIGANDS_3862	True	1	0.195	0.805	2.0
A2A_LIGANDS_3864	False	0	0.87	0.13	2.0
A2A_LIGANDS_3865	False	0	0.625	0.375	2.0
A2A_LIGANDS_3868	False	0	0.935	0.065	2.0
A2A_LIGANDS_3870	False	0	0.965	0.035	2.0
A2A_LIGANDS_3899	True	1	0.13	0.87	2.0
A2A_LIGANDS_3930	True	1	0.115	0.885	2.0
A2A_LIGANDS_3931	True	0	0.675	0.325	2.0
A2A_LIGANDS_3936	True	1	0.02	0.98	2.0
A2A_LIGANDS_3941	True	1	0.495	0.505	2.0
A2A_LIGANDS_3951	True	1	0.07	0.93	2.0
A2A_LIGANDS_3954	False	0	0.91	0.09	2.0
A2A_LIGANDS_3962	False	1	0.15	0.85	2.0
A2A_LIGANDS_3969	True	1	0.0	1.0	2.0
A2A_LIGANDS_3971	True	1	0.38	0.62	2.0
A2A_LIGANDS_4001	False	0	0.96	0.04	2.0
A2A_LIGANDS_4004	True	1	0.08	0.92	2.0
A2A_LIGANDS_4009	True	1	0.105	0.895	2.0
A2A_LIGANDS_4011	True	1	0.0	1.0	2.0
A2A_LIGANDS_4014	False	1	0.0	1.0	2.0
A2A_LIGANDS_4020	False	0	1.0	0.0	2.0
A2A_LIGANDS_4042	True	0	0.595	0.405	2.0
A2A_LIGANDS_4045	True	1	0.025	0.975	2.0
A2A_LIGANDS_4047	False	0	1.0	0.0	2.0
A2A_LIGANDS_4049	True	1	0.01	0.99	2.0
A2A_LIGANDS_4053	False	0	0.81	0.19	2.0
A2A_LIGANDS_4059	True	1	0.03	0.97	2.0
A2A_LIGANDS_4065	True	1	0.15	0.85	2.0
A2A_LIGANDS_4070	False	0	0.99	0.01	2.0
A2A_LIGANDS_4073	True	1	0.025	0.975	2.0
A2A_LIGANDS_4078	True	1	0.09	0.91	2.0
A2A_LIGANDS_4079	False	1	0.455	0.545	2.0
A2A_LIGANDS_0007	False	0	0.935	0.065	3.0
A2A_LIGANDS_0009	False	0	0.95	0.05	3.0
A2A_LIGANDS_0013	True	1	0.0	1.0	3.0
A2A_LIGANDS_0014	True	1	0.0	1.0	3.0
A2A_LIGANDS_0035	True	1	0.0	1.0	3.0
A2A_LIGANDS_0038	True	1	0.0	1.0	3.0
A2A_LIGANDS_0040	True	1	0.05	0.95	3.0
A2A_LIGANDS_0054	True	1	0.125	0.875	3.0
A2A_LIGANDS_0055	True	1	0.08	0.92	3.0
A2A_LIGANDS_0056	False	0	0.895	0.105	3.0
A2A_LIGANDS_0061	True	1	0.2	0.8	3.0
A2A_LIGANDS_0069	False	1	0.28	0.72	3.0
A2A_LIGANDS_0070	True	0	0.76	0.24	3.0
A2A_LIGANDS_0075	True	1	0.035	0.965	3.0
A2A_LIGANDS_0077	False	0	0.555	0.445	3.0
A2A_LIGANDS_0081	True	1	0.17	0.83	3.0
A2A_LIGANDS_0085	False	0	0.845	0.155	3.0
A2A_LIGANDS_0089	False	1	0.45	0.55	3.0
A2A_LIGANDS_0091	True	0	0.975	0.025	3.0
A2A_LIGANDS_0094	False	0	0.995	0.005	3.0
A2A_LIGANDS_0099	False	0	0.935	0.065	3.0
A2A_LIGANDS_0101	False	0	0.92	0.08	3.0
A2A_LIGANDS_0102	True	1	0.325	0.675	3.0
A2A_LIGANDS_0114	True	0	0.635	0.365	3.0
A2A_LIGANDS_0116	True	1	0.015	0.985	3.0
A2A_LIGANDS_0121	True	1	0.255	0.745	3.0
A2A_LIGANDS_0125	False	0	0.92	0.08	3.0
A2A_LIGANDS_0132	True	1	0.065	0.935	3.0
A2A_LIGANDS_0133	True	1	0.115	0.885	3.0
A2A_LIGANDS_0138	True	1	0.025	0.975	3.0
A2A_LIGANDS_0140	True	0	0.665	0.335	3.0
A2A_LIGANDS_0145	False	1	0.235	0.765	3.0
A2A_LIGANDS_0154	False	0	0.945	0.055	3.0
A2A_LIGANDS_0155	True	1	0.355	0.645	3.0
A2A_LIGANDS_0160	True	0	0.965	0.035	3.0
A2A_LIGANDS_0163	False	0	0.82	0.18	3.0
A2A_LIGANDS_0165	True	1	0.47	0.53	3.0
A2A_LIGANDS_0170	False	0	0.885	0.115	3.0
A2A_LIGANDS_0171	True	1	0.39	0.61	3.0
A2A_LIGANDS_0180	False	0	0.92	0.08	3.0
A2A_LIGANDS_0181	True	1	0.04	0.96	3.0
A2A_LIGANDS_0201	False	1	0.385	0.615	3.0
A2A_LIGANDS_0202	False	0	0.855	0.145	3.0
A2A_LIGANDS_0204	True	1	0.108	0.892	3.0
A2A_LIGANDS_0208	True	1	0.07	0.93	3.0
A2A_LIGANDS_0219	True	1	0.15	0.85	3.0
A2A_LIGANDS_0232	True	1	0.455	0.545	3.0
A2A_LIGANDS_0246	False	0	0.99	0.01	3.0
A2A_LIGANDS_0259	True	1	0.475	0.525	3.0
A2A_LIGANDS_0269	True	1	0.025	0.975	3.0
A2A_LIGANDS_0270	True	1	0.19	0.81	3.0
A2A_LIGANDS_0275	False	0	0.905	0.095	3.0
A2A_LIGANDS_0281	False	0	0.99	0.01	3.0
A2A_LIGANDS_0284	True	1	0.055	0.945	3.0
A2A_LIGANDS_0285	True	1	0.2	0.8	3.0
A2A_LIGANDS_0291	True	1	0.245	0.755	3.0
A2A_LIGANDS_0299	False	0	0.965	0.035	3.0
A2A_LIGANDS_0301	True	0	0.515	0.485	3.0
A2A_LIGANDS_0310	True	0	0.945	0.055	3.0
A2A_LIGANDS_0321	False	0	0.785	0.215	3.0
A2A_LIGANDS_0330	False	0	0.91	0.09	3.0
A2A_LIGANDS_0338	True	1	0.14	0.86	3.0
A2A_LIGANDS_0345	False	0	0.61	0.39	3.0
A2A_LIGANDS_0350	True	1	0.01	0.99	3.0
A2A_LIGANDS_0361	True	1	0.05	0.95	3.0
A2A_LIGANDS_0368	True	1	0.19	0.81	3.0
A2A_LIGANDS_0381	True	1	0.06	0.94	3.0
A2A_LIGANDS_0390	True	1	0.115	0.885	3.0
A2A_LIGANDS_0392	False	0	0.54	0.46	3.0
A2A_LIGANDS_0402	True	1	0.08	0.92	3.0
A2A_LIGANDS_0403	True	1	0.055	0.945	3.0
A2A_LIGANDS_0405	True	1	0.0	1.0	3.0
A2A_LIGANDS_0409	True	1	0.02	0.98	3.0
A2A_LIGANDS_0412	True	0	0.915	0.085	3.0
A2A_LIGANDS_0414	False	0	0.575	0.425	3.0
A2A_LIGANDS_0418	True	1	0.015	0.985	3.0
A2A_LIGANDS_0422	True	1	0.235	0.765	3.0
A2A_LIGANDS_0432	True	1	0.16	0.84	3.0
A2A_LIGANDS_0434	True	1	0.085	0.915	3.0
A2A_LIGANDS_0437	False	0	0.92	0.08	3.0
A2A_LIGANDS_0442	True	1	0.0	1.0	3.0
A2A_LIGANDS_0444	True	1	0.0	1.0	3.0
A2A_LIGANDS_0453	False	0	0.585	0.415	3.0
A2A_LIGANDS_0455	True	1	0.18	0.82	3.0
A2A_LIGANDS_0457	False	1	0.165	0.835	3.0
A2A_LIGANDS_0477	False	0	0.9	0.1	3.0
A2A_LIGANDS_0478	True	1	0.07	0.93	3.0
A2A_LIGANDS_0482	False	0	0.84	0.16	3.0
A2A_LIGANDS_0483	False	0	0.845	0.155	3.0
A2A_LIGANDS_0501	True	1	0.0	1.0	3.0
A2A_LIGANDS_0502	True	1	0.46	0.54	3.0
A2A_LIGANDS_0526	True	1	0.115	0.885	3.0
A2A_LIGANDS_0537	False	0	0.955	0.045	3.0
A2A_LIGANDS_0546	False	1	0.445	0.555	3.0
A2A_LIGANDS_0551	True	1	0.375	0.625	3.0
A2A_LIGANDS_0555	True	1	0.08	0.92	3.0
A2A_LIGANDS_0561	False	1	0.415	0.585	3.0
A2A_LIGANDS_0563	False	1	0.315	0.685	3.0
A2A_LIGANDS_0566	False	0	0.775	0.225	3.0
A2A_LIGANDS_0569	True	1	0.0	1.0	3.0
A2A_LIGANDS_0582	True	1	0.07	0.93	3.0
A2A_LIGANDS_0584	False	1	0.215	0.785	3.0
A2A_LIGANDS_0588	False	1	0.465	0.535	3.0
A2A_LIGANDS_0591	True	1	0.0	1.0	3.0
A2A_LIGANDS_0593	False	0	0.915	0.085	3.0
A2A_LIGANDS_0595	True	1	0.02	0.98	3.0
A2A_LIGANDS_0601	True	0	0.55	0.45	3.0
A2A_LIGANDS_0604	True	1	0.015	0.985	3.0
A2A_LIGANDS_0641	False	1	0.17	0.83	3.0
A2A_LIGANDS_0646	False	0	1.0	0.0	3.0
A2A_LIGANDS_0647	True	1	0.0	1.0	3.0
A2A_LIGANDS_0650	False	0	0.66	0.34	3.0
A2A_LIGANDS_0654	True	1	0.02	0.98	3.0
A2A_LIGANDS_0656	True	1	0.47	0.53	3.0
A2A_LIGANDS_0662	False	0	0.842	0.158	3.0
A2A_LIGANDS_0669	False	1	0.165	0.835	3.0
A2A_LIGANDS_0673	True	1	0.0	1.0	3.0
A2A_LIGANDS_0676	True	1	0.125	0.875	3.0
A2A_LIGANDS_0698	False	1	0.0	1.0	3.0
A2A_LIGANDS_0709	False	0	0.92	0.08	3.0
A2A_LIGANDS_0723	True	0	0.675	0.325	3.0
A2A_LIGANDS_0737	False	0	0.728	0.272	3.0
A2A_LIGANDS_0743	True	1	0.015	0.985	3.0
A2A_LIGANDS_0758	False	1	0.35	0.65	3.0
A2A_LIGANDS_0766	True	1	0.025	0.975	3.0
A2A_LIGANDS_0772	False	0	0.74	0.26	3.0
A2A_LIGANDS_0780	True	1	0.075	0.925	3.0
A2A_LIGANDS_0783	False	0	0.94	0.06	3.0
A2A_LIGANDS_0799	False	0	0.98	0.02	3.0
A2A_LIGANDS_0809	True	1	0.13	0.87	3.0
A2A_LIGANDS_0818	True	0	0.59	0.41	3.0
A2A_LIGANDS_0827	False	0	0.82	0.18	3.0
A2A_LIGANDS_0828	True	1	0.19	0.81	3.0
A2A_LIGANDS_0835	False	0	0.94	0.06	3.0
A2A_LIGANDS_0838	True	1	0.155	0.845	3.0
A2A_LIGANDS_0844	False	0	0.995	0.005	3.0
A2A_LIGANDS_0846	True	1	0.025	0.975	3.0
A2A_LIGANDS_0866	True	1	0.19	0.81	3.0
A2A_LIGANDS_0868	True	1	0.41	0.59	3.0
A2A_LIGANDS_0872	False	0	0.905	0.095	3.0
A2A_LIGANDS_0886	True	1	0.26	0.74	3.0
A2A_LIGANDS_0891	True	1	0.04	0.96	3.0
A2A_LIGANDS_0893	True	1	0.085	0.915	3.0
A2A_LIGANDS_0897	False	0	0.99	0.01	3.0
A2A_LIGANDS_0898	False	0	0.51	0.49	3.0
A2A_LIGANDS_0899	False	0	0.888	0.112	3.0
A2A_LIGANDS_0904	False	1	0.115	0.885	3.0
A2A_LIGANDS_0911	True	1	0.07	0.93	3.0
A2A_LIGANDS_0912	False	1	0.2	0.8	3.0
A2A_LIGANDS_0913	False	0	0.745	0.255	3.0
A2A_LIGANDS_0914	False	0	0.995	0.005	3.0
A2A_LIGANDS_0919	True	1	0.075	0.925	3.0
A2A_LIGANDS_0924	True	0	0.595	0.405	3.0
A2A_LIGANDS_0931	False	0	0.58	0.42	3.0
A2A_LIGANDS_0937	True	0	0.74	0.26	3.0
A2A_LIGANDS_0953	True	1	0.005	0.995	3.0
A2A_LIGANDS_0954	True	1	0.43	0.57	3.0
A2A_LIGANDS_0956	True	1	0.185	0.815	3.0
A2A_LIGANDS_0958	True	1	0.005	0.995	3.0
A2A_LIGANDS_0965	False	1	0.49	0.51	3.0
A2A_LIGANDS_0967	True	1	0.135	0.865	3.0
A2A_LIGANDS_0975	True	1	0.23	0.77	3.0
A2A_LIGANDS_0982	True	1	0.04	0.96	3.0
A2A_LIGANDS_0999	True	1	0.04	0.96	3.0
A2A_LIGANDS_1002	False	0	1.0	0.0	3.0
A2A_LIGANDS_1005	True	0	0.595	0.405	3.0
A2A_LIGANDS_1022	False	1	0.155	0.845	3.0
A2A_LIGANDS_1024	False	0	0.91	0.09	3.0
A2A_LIGANDS_1028	False	1	0.115	0.885	3.0
A2A_LIGANDS_1030	True	1	0.105	0.895	3.0
A2A_LIGANDS_1036	True	0	0.975	0.025	3.0
A2A_LIGANDS_1043	False	1	0.265	0.735	3.0
A2A_LIGANDS_1062	True	1	0.01	0.99	3.0
A2A_LIGANDS_1065	True	0	0.795	0.205	3.0
A2A_LIGANDS_1069	True	0	0.915	0.085	3.0
A2A_LIGANDS_1084	True	1	0.105	0.895	3.0
A2A_LIGANDS_1087	True	1	0.265	0.735	3.0
A2A_LIGANDS_1094	False	0	0.92	0.08	3.0
A2A_LIGANDS_1104	True	1	0.1	0.9	3.0
A2A_LIGANDS_1125	True	0	0.53	0.47	3.0
A2A_LIGANDS_1127	True	1	0.02	0.98	3.0
A2A_LIGANDS_1131	True	1	0.035	0.965	3.0
A2A_LIGANDS_1136	True	1	0.08	0.92	3.0
A2A_LIGANDS_1145	True	1	0.015	0.985	3.0
A2A_LIGANDS_1150	True	1	0.035	0.965	3.0
A2A_LIGANDS_1151	True	0	0.88	0.12	3.0
A2A_LIGANDS_1154	False	0	0.62	0.38	3.0
A2A_LIGANDS_1156	False	1	0.32	0.68	3.0
A2A_LIGANDS_1169	False	0	0.865	0.135	3.0
A2A_LIGANDS_1170	True	1	0.0	1.0	3.0
A2A_LIGANDS_1172	True	1	0.035	0.965	3.0
A2A_LIGANDS_1178	True	1	0.02	0.98	3.0
A2A_LIGANDS_1181	False	0	0.675	0.325	3.0
A2A_LIGANDS_1185	False	1	0.41	0.59	3.0
A2A_LIGANDS_1186	True	1	0.0	1.0	3.0
A2A_LIGANDS_1210	False	0	0.795	0.205	3.0
A2A_LIGANDS_1211	False	1	0.485	0.515	3.0
A2A_LIGANDS_1231	True	1	0.475	0.525	3.0
A2A_LIGANDS_1235	False	0	0.945	0.055	3.0
A2A_LIGANDS_1237	False	0	0.97	0.03	3.0
A2A_LIGANDS_1251	True	1	0.205	0.795	3.0
A2A_LIGANDS_1266	False	1	0.492	0.507	3.0
A2A_LIGANDS_1273	True	1	0.025	0.975	3.0
A2A_LIGANDS_1281	False	0	0.93	0.07	3.0
A2A_LIGANDS_1286	False	0	0.612	0.388	3.0
A2A_LIGANDS_1287	False	0	0.975	0.025	3.0
A2A_LIGANDS_1291	False	0	1.0	0.0	3.0
A2A_LIGANDS_1295	True	1	0.155	0.845	3.0
A2A_LIGANDS_1296	True	1	0.025	0.975	3.0
A2A_LIGANDS_1304	True	1	0.38	0.62	3.0
A2A_LIGANDS_1307	False	0	0.96	0.04	3.0
A2A_LIGANDS_1327	True	1	0.26	0.74	3.0
A2A_LIGANDS_1331	False	0	0.81	0.19	3.0
A2A_LIGANDS_1343	True	0	0.555	0.445	3.0
A2A_LIGANDS_1353	False	0	0.955	0.045	3.0
A2A_LIGANDS_1369	False	0	0.845	0.155	3.0
A2A_LIGANDS_1372	True	1	0.04	0.96	3.0
A2A_LIGANDS_1375	False	1	0.15	0.85	3.0
A2A_LIGANDS_1380	True	1	0.06	0.94	3.0
A2A_LIGANDS_1381	True	1	0.04	0.96	3.0
A2A_LIGANDS_1387	True	1	0.012	0.988	3.0
A2A_LIGANDS_1389	False	0	0.705	0.295	3.0
A2A_LIGANDS_1412	True	1	0.095	0.905	3.0
A2A_LIGANDS_1417	True	1	0.38	0.62	3.0
A2A_LIGANDS_1419	True	1	0.03	0.97	3.0
A2A_LIGANDS_1439	True	0	0.945	0.055	3.0
A2A_LIGANDS_1448	True	1	0.105	0.895	3.0
A2A_LIGANDS_1449	True	1	0.065	0.935	3.0
A2A_LIGANDS_1451	False	0	0.698	0.302	3.0
A2A_LIGANDS_1452	True	0	0.845	0.155	3.0
A2A_LIGANDS_1484	True	0	0.685	0.315	3.0
A2A_LIGANDS_1485	False	0	0.97	0.03	3.0
A2A_LIGANDS_1486	False	1	0.12	0.88	3.0
A2A_LIGANDS_1516	True	1	0.005	0.995	3.0
A2A_LIGANDS_1518	False	0	0.9	0.1	3.0
A2A_LIGANDS_1539	True	1	0.01	0.99	3.0
A2A_LIGANDS_1547	True	1	0.005	0.995	3.0
A2A_LIGANDS_1550	True	1	0.105	0.895	3.0
A2A_LIGANDS_1553	False	0	0.915	0.085	3.0
A2A_LIGANDS_1558	False	0	0.885	0.115	3.0
A2A_LIGANDS_1560	True	1	0.345	0.655	3.0
A2A_LIGANDS_1562	False	0	0.655	0.345	3.0
A2A_LIGANDS_1568	False	0	0.89	0.11	3.0
A2A_LIGANDS_1590	False	1	0.29	0.71	3.0
A2A_LIGANDS_1591	False	1	0.08	0.92	3.0
A2A_LIGANDS_1593	True	1	0.005	0.995	3.0
A2A_LIGANDS_1594	True	0	0.975	0.025	3.0
A2A_LIGANDS_1603	False	0	0.892	0.108	3.0
A2A_LIGANDS_1622	False	1	0.165	0.835	3.0
A2A_LIGANDS_1624	True	1	0.15	0.85	3.0
A2A_LIGANDS_1626	False	0	0.995	0.005	3.0
A2A_LIGANDS_1627	True	1	0.015	0.985	3.0
A2A_LIGANDS_1631	True	0	0.95	0.05	3.0
A2A_LIGANDS_1634	True	1	0.01	0.99	3.0
A2A_LIGANDS_1638	False	0	0.98	0.02	3.0
A2A_LIGANDS_1643	True	1	0.04	0.96	3.0
A2A_LIGANDS_1644	True	1	0.0	1.0	3.0
A2A_LIGANDS_1655	True	1	0.05	0.95	3.0
A2A_LIGANDS_1658	False	0	0.93	0.07	3.0
A2A_LIGANDS_1660	True	1	0.16	0.84	3.0
A2A_LIGANDS_1662	False	1	0.278	0.722	3.0
A2A_LIGANDS_1665	True	1	0.12	0.88	3.0
A2A_LIGANDS_1672	False	1	0.39	0.61	3.0
A2A_LIGANDS_1673	True	1	0.125	0.875	3.0
A2A_LIGANDS_1681	True	1	0.005	0.995	3.0
A2A_LIGANDS_1688	True	0	0.755	0.245	3.0
A2A_LIGANDS_1693	True	0	0.59	0.41	3.0
A2A_LIGANDS_1711	True	0	0.615	0.385	3.0
A2A_LIGANDS_1713	False	1	0.215	0.785	3.0
A2A_LIGANDS_1722	True	1	0.04	0.96	3.0
A2A_LIGANDS_1729	True	1	0.16	0.84	3.0
A2A_LIGANDS_1732	True	0	0.76	0.24	3.0
A2A_LIGANDS_1733	False	0	0.918	0.082	3.0
A2A_LIGANDS_1741	True	0	0.73	0.27	3.0
A2A_LIGANDS_1744	False	0	0.705	0.295	3.0
A2A_LIGANDS_1749	True	1	0.12	0.88	3.0
A2A_LIGANDS_1781	True	1	0.29	0.71	3.0
A2A_LIGANDS_1783	True	1	0.08	0.92	3.0
A2A_LIGANDS_1786	True	1	0.305	0.695	3.0
A2A_LIGANDS_1819	False	0	1.0	0.0	3.0
A2A_LIGANDS_1821	False	0	0.772	0.228	3.0
A2A_LIGANDS_1825	False	0	0.98	0.02	3.0
A2A_LIGANDS_1830	True	1	0.035	0.965	3.0
A2A_LIGANDS_1832	False	1	0.325	0.675	3.0
A2A_LIGANDS_1834	True	0	0.575	0.425	3.0
A2A_LIGANDS_1845	True	1	0.0	1.0	3.0
A2A_LIGANDS_1853	True	1	0.115	0.885	3.0
A2A_LIGANDS_1854	True	1	0.02	0.98	3.0
A2A_LIGANDS_1857	True	1	0.26	0.74	3.0
A2A_LIGANDS_1865	True	1	0.16	0.84	3.0
A2A_LIGANDS_1874	True	1	0.005	0.995	3.0
A2A_LIGANDS_1881	True	1	0.1	0.9	3.0
A2A_LIGANDS_1888	False	0	1.0	0.0	3.0
A2A_LIGANDS_1890	True	0	0.615	0.385	3.0
A2A_LIGANDS_1891	True	1	0.0	1.0	3.0
A2A_LIGANDS_1893	True	1	0.04	0.96	3.0
A2A_LIGANDS_1897	True	1	0.015	0.985	3.0
A2A_LIGANDS_1913	False	1	0.265	0.735	3.0
A2A_LIGANDS_1926	True	1	0.055	0.945	3.0
A2A_LIGANDS_1933	True	1	0.21	0.79	3.0
A2A_LIGANDS_1940	False	0	0.545	0.455	3.0
A2A_LIGANDS_1941	False	0	0.96	0.04	3.0
A2A_LIGANDS_1956	True	1	0.01	0.99	3.0
A2A_LIGANDS_1957	True	1	0.02	0.98	3.0
A2A_LIGANDS_1965	True	1	0.04	0.96	3.0
A2A_LIGANDS_1976	True	1	0.005	0.995	3.0
A2A_LIGANDS_1979	True	1	0.455	0.545	3.0
A2A_LIGANDS_1984	True	1	0.005	0.995	3.0
A2A_LIGANDS_1989	False	1	0.13	0.87	3.0
A2A_LIGANDS_1991	False	1	0.195	0.805	3.0
A2A_LIGANDS_2014	False	0	0.51	0.49	3.0
A2A_LIGANDS_2019	True	1	0.37	0.63	3.0
A2A_LIGANDS_2021	True	1	0.19	0.81	3.0
A2A_LIGANDS_2026	True	1	0.05	0.95	3.0
A2A_LIGANDS_2034	True	1	0.01	0.99	3.0
A2A_LIGANDS_2039	True	1	0.085	0.915	3.0
A2A_LIGANDS_2045	False	0	0.805	0.195	3.0
A2A_LIGANDS_2054	True	1	0.15	0.85	3.0
A2A_LIGANDS_2055	True	1	0.03	0.97	3.0
A2A_LIGANDS_2063	False	0	0.995	0.005	3.0
A2A_LIGANDS_2067	True	1	0.085	0.915	3.0
A2A_LIGANDS_2077	True	0	0.605	0.395	3.0
A2A_LIGANDS_2078	True	1	0.42	0.58	3.0
A2A_LIGANDS_2084	True	1	0.475	0.525	3.0
A2A_LIGANDS_2110	False	0	0.81	0.19	3.0
A2A_LIGANDS_2119	True	1	0.08	0.92	3.0
A2A_LIGANDS_2120	True	1	0.05	0.95	3.0
A2A_LIGANDS_2121	True	0	0.605	0.395	3.0
A2A_LIGANDS_2129	False	0	0.915	0.085	3.0
A2A_LIGANDS_2142	True	1	0.025	0.975	3.0
A2A_LIGANDS_2149	True	1	0.275	0.725	3.0
A2A_LIGANDS_2183	True	1	0.175	0.825	3.0
A2A_LIGANDS_2186	True	0	0.805	0.195	3.0
A2A_LIGANDS_2188	True	1	0.275	0.725	3.0
A2A_LIGANDS_2194	True	1	0.065	0.935	3.0
A2A_LIGANDS_2195	True	1	0.1	0.9	3.0
A2A_LIGANDS_2208	True	1	0.005	0.995	3.0
A2A_LIGANDS_2212	True	1	0.215	0.785	3.0
A2A_LIGANDS_2232	False	0	0.82	0.18	3.0
A2A_LIGANDS_2234	True	0	0.63	0.37	3.0
A2A_LIGANDS_2272	False	0	0.515	0.485	3.0
A2A_LIGANDS_2276	True	1	0.14	0.86	3.0
A2A_LIGANDS_2278	True	1	0.1	0.9	3.0
A2A_LIGANDS_2286	False	0	0.905	0.095	3.0
A2A_LIGANDS_2288	False	0	0.635	0.365	3.0
A2A_LIGANDS_2290	True	1	0.365	0.635	3.0
A2A_LIGANDS_2298	False	0	1.0	0.0	3.0
A2A_LIGANDS_2299	True	1	0.005	0.995	3.0
A2A_LIGANDS_2301	True	1	0.18	0.82	3.0
A2A_LIGANDS_2305	False	1	0.305	0.695	3.0
A2A_LIGANDS_2306	True	0	0.74	0.26	3.0
A2A_LIGANDS_2308	True	1	0.26	0.74	3.0
